INBR,Name,Name kurz,DS100,Kategorie
8000107,Freiburg (Breisgau) Hbf,Freiburg (Breisgau) Hbf,RF,2
8002077,Freiburg-Klinikum,Freiburg-Klinikum,RFK,6
8002066,Freiburg-Landwasser,Freiburg-Landwasser,RFLW,6
8002067,Freiburg-Herdern,Freiburg-Herdern,RFHE,5
8002068,Freiburg-Littenweiler,Freiburg-Littenweiler,RFLT,6
8002069,Freiburg-St Georgen,Freiburg-St Georgen,RFSG,6
8002070,Freiburg-Wiehre,Freiburg-Wiehre,RFWI,5
8002071,Freiburg-Zähringen,Freiburg-Zähringen,RFZ,6
8002073,Meschede-Freienohl,Meschede-Freienohl,EFRE,5
8011567,Freienorla,Freienorla,UFO,7
8002074,Freihalden,Freihalden,MFHD,6
8002075,Freihöls,Freihöls,NFR,7
8002076,Freihung,Freihung,NFRE,6
8000108,Freilassing,Freilassing,MFL,3
8000374,Freinsheim,Freinsheim,RFHM,4
8002078,Freising,Freising,MFR,3
8011569,Freital-Deuben,Freital-Deuben,DFD,5
8010116,Freital-Hainsberg,Freital-Hainsberg,DFH,5
8011570,Freital-Hainsberg West,Freital-Hainsberg West,DHGW,6
8013445,Freital-Potschappel,Freital-Potschappel,DPA,5
8002080,Frellstedt,Frellstedt,HFST,6
8002083,Fremersdorf,Fremersdorf,SFF,6
8011571,Frenz,Frenz,LFZ,6
8002086,Fresenburg,Fresenburg,AFN,7
8011572,Fretzdorf,Fretzdorf,WFD,7
8000110,Freudenstadt Hbf,Freudenstadt Hbf,TFS,5
8002092,Freusburg Siedlung,Freusburg Siedlung,EFBU,6
8011573,Freyburg (Unstrut),Freyburg (Unstrut),UFB,7
8002095,Frickhofen,Frickhofen,FFRN,6
8002096,Fridingen (b Tuttlingen),Fridingen (b Tuttlingen),TFD,6
8002099,Friedberg (b Augsburg),Friedberg (b Augsburg),MFDB,5
8000111,Friedberg (Hess),Friedberg (Hess),FFG,3
8002100,Friedelhausen,Friedelhausen,FFN,6
8089058,Berlin-Friedenau,Berlin-Friedenau,BFRU,4
8011574,Friedersdorf (b Königs Wusterhausen),Friedersdorf (b Königs Wusterhausen),BFDF,6
8002102,Friedland (Han),Friedland (Han),HFRI,6
8002103,Ludwigsau-Friedlos,Ludwigsau-Friedlos,FFL,6
8002104,Friedrich-Wilhelms-Hütte,Friedrich-Wilhelms-Hütte,KFWH,6
8011578,Friedrichroda,Friedrichroda,UFR,7
8002106,Friedrichsberg,Friedrichsberg,AFBG,4
8002108,Friedrichsdorf (Taunus),Friedrichsdorf (Taunus),FFRI,4
8002109,Friedrichsfeld (Niederrhein),Friedrichsfeld (Niederrhein),EFFD,5
8089059,Berlin-Friedrichsfelde Ost,Berlin-Friedrichsfelde Ost,BFFO,4
8002110,Friedrichshafen Hafen,Friedrichshafen Hafen,TFH,5
8002030,Friedrichshafen Ost,Friedrichshafen Ost,TFOS,6
8000112,Friedrichshafen Stadt,Friedrichshafen Stadt,TF,3
8011582,Friedrichsruhe (Meckl),Friedrichsruhe (Meckl),WFRR,7
8002114,Friedrichssegen,Friedrichssegen,KFGN,6
8002115,Friedrichstadt,Friedrichstadt,AFD,5
8002116,Friedrichstal (Baden),Friedrichstal (Baden),RFTL,6
8002117,Friedrichsthal (Saar),Friedrichsthal (Saar),SFI,6
8011585,Friesack (Mark),Friesack (Mark),WFRK,6
8011586,Friesdorf,Friesdorf,LFI,7
8011587,Friesdorf Ost,Friesdorf Ost,LFIO,7
8002123,Friesenheim (Baden),Friesenheim (Baden),RFH,6
8002127,Frimmersdorf,Frimmersdorf,KFRI,6
8011588,Frohburg,Frohburg,LFB,6
8002130,Fröndenberg-Frömern,Fröndenberg-Frömern,EFRM,7
8002133,Frommern,Frommern,TFR,6
8000113,Fröndenberg,Fröndenberg,EFOE,3
8002134,Fronhausen (Lahn),Fronhausen (Lahn),FFRL,6
8010119,Frose,Frose,LFE,6
8010118,Fröttstädt,Fröttstädt,UFT,5
8000115,Fulda,Fulda,FFU,2
8002137,Fürfurt,Fürfurt,FFUR,6
8010399,Fürstenberg (Havel),Fürstenberg (Havel),WF,5
8002141,Fürstenfeldbruck,Fürstenfeldbruck,MFB,4
8010120,Fürstenwalde (Spree),Fürstenwalde (Spree),BFUW,4
8011591,Fürstenwalde (Spree) Süd,Fürstenwalde (Spree) Süd,BFUS,7
8002161,Furth (b Deisenhofen),Furth (b Deisenhofen),MFU,5
8000114,Fürth (Bay) Hbf,Fürth (Bay) Hbf,NF,2
8002150,Fürth (Odenw),Fürth (Odenw),RFUE,6
8002159,Furth im Wald,Furth im Wald,NFW,5
8002149,Fürth Westvorstadt,Fürth Westvorstadt,NFWS,6
8002152,Fürth-Burgfarrnbach,Fürth-Burgfarrnbach,NFBB,5
8002153,Fürth-Dambach,Fürth-Dambach,NFDB,6
8002154,Fürth-Klinikum,Fürth-Klinikum,NFKL,6
8002155,Fürth-Unterfürberg,Fürth-Unterfürberg,NFUF,6
8002156,Füssen,Füssen,MFSN,6
8002162,Gablingen,Gablingen,MGAL,5
8011592,Gadebusch,Gadebusch,WGA,7
8002168,Gaildorf West,Gaildorf West,TGAW,6
8002171,Gaimersheim,Gaimersheim,MGH,6
8002173,Gaißach,Gaißach,MGAI,6
8002179,Ganderkesee,Ganderkesee,HGKE,6
8011594,Gangloffsömmern,Gangloffsömmern,UGSM,7
8002180,Garbeck,Garbeck,EGAR,7
8002182,Garbenteich,Garbenteich,FGA,6
8011596,Gardelegen,Gardelegen,LGA,6
8002185,Garding,Garding,AGD,7
8001088,Bonn-Endenich Nord,Bonn-Endenich Nord,KBEC,6
8002187,Garmisch-Partenkirchen,Garmisch-Partenkirchen,MGP,3
8002165,Gärtringen,Gärtringen,TGT,5
8011598,Markkleeberg-Gaschwitz,Markkleeberg-Gaschwitz,LGW,5
8011599,Gatersleben,Gatersleben,LGAL,7
8000375,Gau Algesheim,Gau Algesheim,FGAL,4
8002191,Gau Bickelheim,Gau Bickelheim,FGBM,7
8002195,Gaubüttelbrunn,Gaubüttelbrunn,TGRN,6
8002166,Gäufelden,Gäufelden,TGFD,5
8002198,Gauting,Gauting,MGT,4
8011602,Gebra (Hainleite),Gebra (Hainleite),UGBH,6
8002203,Geeste,Geeste,HGEE,6
8010121,Geestgottberg,Geestgottberg,LGG,7
8011603,Gehlberg,Gehlberg,UGB,6
8089014,Berlin Gehrenseestraße,Berlin Gehrenseestraße,BGSE,5
8002205,Geigant,Geigant,NGET,7
8002206,Geilenkirchen,Geilenkirchen,KGEK,5
8002207,Geilhausen,Geilhausen,KGEH,7
8002209,Geiselhöring,Geiselhöring,MGLG,6
8002210,Geisenbrunn,Geisenbrunn,MGIB,5
8002212,Geisenheim,Geisenheim,FGSM,5
8011609,Geising,Geising,DGEI,7
8002214,Geisingen,Geisingen,RGSN,6
8002218,Geislingen (Steige),Geislingen (Steige),TG,4
8002217,Geislingen West,Geislingen West,TGW,6
8002220,Geitau,Geitau,MGEU,7
8010122,Geithain,Geithain,LGH,4
8011611,Gelbensande,Gelbensande,WGE,6
8002222,Geldern,Geldern,KGE,5
8000117,Gelnhausen,Gelnhausen,FGEL,4
8000118,Gelsenkirchen Hbf,Gelsenkirchen Hbf,EG,2
8002223,Gelsenkirchen Zoo,Gelsenkirchen Zoo,EGZO,6
8002224,Gelsenkirchen-Buer Nord,Gelsenkirchen-Buer Nord,EGBN,6
8002225,Gelsenkirchen-Buer Süd,Gelsenkirchen-Buer Süd,EGBS,7
8002226,Gelsenkirchen-Hassel,Gelsenkirchen-Hassel,EGHS,6
8002227,Gelsenkirchen-Rotthausen,Gelsenkirchen-Rotthausen,EGRO,6
8000119,Geltendorf,Geltendorf,MGE,3
8000120,Gemünden (Main),Gemünden (Main),NGM,4
8002233,Genderkingen,Genderkingen,MGKG,7
8002235,Gengenbach,Gengenbach,RGB,4
8000121,Gensingen-Horrweiler,Gensingen-Horrweiler,FGHO,5
8002236,Felsberg-Gensungen,Felsberg-Gensungen,FGEF,6
8010123,Genthin,Genthin,LGN,4
8003370,Köln Airport-Businesspark,Köln Airport-Businesspark,KBP,6
8002237,Georgensgmünd,Georgensgmünd,NGE,4
8010125,Gera Hbf,Gera Hbf,UG,3
8010126,Gera Süd,Gera Süd,UGS,5
8011619,Gera-Langenberg,Gera-Langenberg,UGLB,7
8011623,Gera-Zwötzen,Gera-Zwötzen,UGZ,6
8011624,Geraberg,Geraberg,UGBG,6
8002240,Geradstetten,Geradstetten,TGES,5
8002242,Gerhausen,Gerhausen,TGEH,6
8011626,Gerichshain,Gerichshain,LGE,6
8002243,Gerlachsheim,Gerlachsheim,TGLH,6
8002244,Gerlenhofen,Gerlenhofen,MGLH,6
8003379,Köln Steinstraße,Köln Steinstraße,KSTP,4
8006006,Germering-Unterpfaffenhofen,Germering-Unterpfaffenhofen,MUG,3
8000376,Germersheim,Germersheim,RGE,5
8002247,Gernlinden,Gernlinden,MGLD,4
8002249,Gernsheim,Gernsheim,FGHM,5
8002251,Geroldshausen,Geroldshausen,TGN,6
8000123,Gerolstein,Gerolstein,SGR,4
8011628,Gersdorf (b Görlitz),Gersdorf (b Görlitz),DGD,6
8002254,Gersfeld (Rhön),Gersfeld (Rhön),FGFD,6
8002256,Gersthofen,Gersthofen,MGHF,6
8011629,Gerstungen,Gerstungen,UGT,6
8002259,Gertenbach,Gertenbach,FGTB,6
8011630,Gerwisch,Gerwisch,LGWS,6
8002262,Geseke,Geseke,EGK,5
8002263,Gessertshausen,Gessertshausen,MGHN,5
8002265,Gettenau-Bingenheim,Gettenau-Bingenheim,FGGB,6
8002266,Gettorf,Gettorf,AGF,6
8002267,Gevelsberg Hbf,Gevelsberg Hbf,EGVH,6
8002268,Gevelsberg West,Gevelsberg West,KGVW,6
8002509,Gevelsberg-Kipp,Gevelsberg-Kipp,KGVK,6
8001943,Gevelsberg-Knapp,Gevelsberg-Knapp,EGVA,6
8002272,Giengen (Brenz),Giengen (Brenz),TGB,5
8011632,Giersleben,Giersleben,LGI,6
8000124,Gießen,Gießen,FG,2
8003674,Gießen Licher Straße,Gießen Licher Straße,FLST,6
8000185,Gifhorn,Gifhorn,HGI,4
8002274,Gifhorn-Stadt,Gifhorn-Stadt,HGIS,6
8002275,Gilching-Argelsried,Gilching-Argelsried,MGCH,5
8002278,Gingen (Fils),Gingen (Fils),TGI,6
8002280,Girod,Girod,FGIR,7
8002281,Gittelde,Gittelde,HGT,7
8002283,Gladbeck Ost,Gladbeck Ost,EGBO,6
8000125,Gladbeck West,Gladbeck West,EGBW,4
8002284,Gladbeck-Zweckel,Gladbeck-Zweckel,EZK,6
8002286,Glan-Münchweiler,Glan-Münchweiler,SGM,6
8011636,Glashütte (Sachs),Glashütte (Sachs),DGHU,6
8002288,Glauburg-Glauberg,Glauburg-Glauberg,FGBG,6
8011637,Glaubitz (b Riesa),Glaubitz (b Riesa),DGLA,6
8010129,Glauchau (Sachs),Glauchau (Sachs),DGL,3
8010130,Glauchau-Schönbörnchen,Glauchau-Schönbörnchen,DGLS,6
8002290,Glesch,Glesch,KGL,6
8011641,Glöwen,Glöwen,WGF,6
8011643,Glückauf,Glückauf,UGL,7
8002293,Glückstadt,Glückstadt,AGST,5
8010084,Gnadau,Gnadau,LGND,6
8011646,Gnevkow,Gnevkow,WGNV,6
8002301,Göbelnrod,Göbelnrod,FGOE,7
8002296,Goch,Goch,KGO,6
8000126,Riedstadt-Goddelau,Riedstadt-Goddelau,FGE,4
8002299,Höxter-Godelheim,Höxter-Godelheim,HGOH,7
8002300,Godramstein,Godramstein,RGOR,6
8002304,Göhrde,Göhrde,AGH,7
8002775,Hennef Im Siegbogen,Hennef Im Siegbogen,KHES,6
8002319,Gokels,Gokels,AGK,7
8011665,Goldbeck (Kr Osterburg),Goldbeck (Kr Osterburg),LGM,6
8005201,Goldberg,Goldberg,TGOL,5
8002320,Goldenstedt (Oldb),Goldenstedt (Oldb),HGOL,7
8002321,Goldhausen,Goldhausen,FGDH,6
8000380,Goldshöfe,Goldshöfe,TGL,6
8011667,Gollmitz (Niederlausitz),Gollmitz (Niederlausitz),BGM,7
8013481,Golm,Golm,BGOL,6
8011668,Golßen (Niederlausitz),Golßen (Niederlausitz),BGO,6
8011671,Golzow (b Eberswalde),Golzow (b Eberswalde),WGOL,7
8011672,Golzow (Oderbruch),Golzow (Oderbruch),BGZ,6
8011673,Gommern,Gommern,LGO,6
8000127,Göppingen,Göppingen,TGO,3
8011654,Görden,Görden,LGOR,7
8011674,Gorgast,Gorgast,BGOR,6
8010131,Görlitz,Görlitz,DG,3
8011656,Görlitz-Weinhübel,Görlitz-Weinhübel,DGWH,6
8011657,Görsbach,Görsbach,UGSB,6
8002329,Gosberg,Gosberg,NGG,7
8010133,Jena-Göschwitz,Jena-Göschwitz,UGW,3
8000130,Goslar,Goslar,HGS,3
8011676,Goßdorf-Kohlmühle,Goßdorf-Kohlmühle,DKH,7
8002333,Goßmannsdorf,Goßmannsdorf,NGOD,6
8010134,Gößnitz,Gößnitz,DGZ,4
8010136,Gotha,Gotha,UGO,3
8011678,Gotha Ost,Gotha Ost,UGOS,6
8002334,Gottenheim,Gottenheim,RGH,5
8002335,Gotteszell,Gotteszell,NGZ,6
8000128,Göttingen,Göttingen,HG,2
8002337,Gottmadingen,Gottmadingen,RG,4
8011662,Götz,Götz,LGOE,6
8002315,Dreieich-Götzenhain,Dreieich-Götzenhain,FGOZ,6
8000131,Graben-Neudorf,Graben-Neudorf,RGN,3
8002345,Graben-Neudorf Nord,Graben-Neudorf Nord,RGNN,6
8011681,Grabow (Meckl),Grabow (Meckl),WGRB,6
8002339,Gräfelfing,Gräfelfing,MGFL,4
8002343,Grafenaschau,Grafenaschau,MGRA,7
8002344,Grafenau,Grafenau,NGFU,7
8002340,Gräfenberg,Gräfenberg,NGFG,6
8002341,Gräfendorf,Gräfendorf,NG,6
8011683,Gräfenhainichen,Gräfenhainichen,LG,6
8010137,Gräfenroda,Gräfenroda,UGD,6
8011685,Gräfenstuhl-Klippmühle,Gräfenstuhl-Klippmühle,LGRK,7
8011687,Gräfentonna,Gräfentonna,UGTA,7
8002347,Grafing Bahnhof,Grafing Bahnhof,MGB,3
8002348,Grafing Stadt,Grafing Stadt,MGRS,5
8002351,Grafrath,Grafrath,MGF,5
8011689,Grambow,Grambow,WGR,7
8011691,Gransee,Gransee,WGRA,5
8002342,Gräveneck,Gräveneck,FGRK,6
8002358,Grebenstein,Grebenstein,FGSN,5
8010139,Greifswald,Greifswald,WGW,4
8011694,Greifswald Süd,Greifswald Süd,WGWS,6
8010140,Greiz,Greiz,UGR,6
8011697,Greiz-Dölau,Greiz-Dölau,UGRD,6
8002365,Grenzach,Grenzach,RGRZ,5
8011699,Greppin,Greppin,LGPN,6
8011700,Greußen,Greußen,UGN,6
8002369,Greven,Greven,EGRV,3
8000133,Grevenbroich,Grevenbroich,KGRB,4
8002370,Lennestadt-Grevenbrück,Lennestadt-Grevenbrück,EGVB,5
8010141,Grevesmühlen,Grevesmühlen,WGV,6
8011702,Grieben (Meckl),Grieben (Meckl),WGBN,6
8011695,Potsdam Griebnitzsee,Potsdam Griebnitzsee,BGBS,4
8011703,Griebo,Griebo,LGB,6
8084070,Griefstedt,Griefstedt,UGRI,7
8017041,Griesen (Oberbay),Griesen (Oberbay),MGRI,7
8002373,Grießen (Baden),Grießen (Baden),RGSS,7
8002374,Edermünde-Grifte,Edermünde-Grifte,FGRF,5
8011705,Grimma ob Bf,Grimma ob Bf,LGRI,5
8011707,Grimmen,Grimmen,WGI,6
8010142,Grimmenthal,Grimmenthal,UGM,6
8011709,Grobau,Grobau,DGO,7
8002377,Gröbenzell,Gröbenzell,MGRZ,4
8011711,Gröbers,Gröbers,LGOH,5
8011712,Gröditz (b Riesa),Gröditz (b Riesa),DGT,6
8002380,Grombach,Grombach,RGM,6
8002382,Bad Vilbel-Gronau,Bad Vilbel-Gronau,FGRN,6
8000382,Gronau (Westf),Gronau (Westf),EGRN,5
8002378,Bad Grönenbach,Bad Grönenbach,MGNB,6
8002383,Gronsdorf,Gronsdorf,MGDF,4
8011714,Groß Ammensleben,Groß Ammensleben,LGRL,6
8011718,Groß Brütz,Groß Brütz,WGB,6
8013447,Zwenkau-Großdalzig,Zwenkau-Großdalzig,LGDG,6
8000136,Groß Gerau,Groß Gerau,FGER,4
8002386,Groß Gerau-Dornberg,Groß Gerau-Dornberg,FDG,3
8002388,Groß Karben,Groß Karben,FGKA,4
8011723,Groß Kiesow,Groß Kiesow,WGKW,6
8002389,Frechen-Königsdorf,Frechen-Königsdorf,KFKO,5
8011725,Groß Kreutz,Groß Kreutz,LGZ,6
8011726,Groß Laasch,Groß Laasch,WGLS,7
8011729,Groß Lüsewitz,Groß Lüsewitz,WGLI,7
8011730,Groß Pankow,Groß Pankow,WGP,6
8002391,Groß Rohrheim,Groß Rohrheim,FGRO,5
8011735,Groß Schwaß,Groß Schwaß,WGS,6
8002393,Groß Umstadt Mitte,Groß Umstadt Mitte,FGRU,6
8002399,Großarmschlag,Großarmschlag,NGRS,7
8002400,Großauheim (Kr Hanau),Großauheim (Kr Hanau),FGAU,6
8011740,Großbeeren,Großbeeren,BGSB,6
8010144,Großbothen,Großbothen,DGR,5
8002402,Großbüllesheim,Großbüllesheim,KGBU,6
8002403,Großburgwedel,Großburgwedel,HGBW,5
8011745,Großdeuben,Großdeuben,LGD,6
8002405,Groß Düngen,Groß Düngen,HGDN,6
8002409,Großen Buseck,Großen Buseck,FGRB,6
8002410,Großen Linden,Großen Linden,FGL,5
8011746,Großengottern,Großengottern,UGG,6
8011749,Großenhain Cottb Bf,Großenhain Cottb Bf,DGC,5
8002412,Großenkneten,Großenkneten,HGRK,6
8002413,Großenlüder,Großenlüder,FGLR,6
8011750,Großfurra,Großfurra,UGFA,6
8002416,Großgeschaidt,Großgeschaidt,NGRG,7
8011751,Großharthau,Großharthau,DGRT,6
8002420,Großhelfendorf,Großhelfendorf,MGHD,6
8010145,Großheringen,Großheringen,UGH,5
8002422,Großhesselohe Isartalbahnhof,Großhesselohe Isartalbahnhof,MGOI,5
8002424,Großkarolinenfeld,Großkarolinenfeld,MGK,6
8010146,Großkorbetha,Großkorbetha,LGC,4
8002425,Großkrotzenburg,Großkrotzenburg,FGK,5
8011752,Großkugel,Großkugel,LGKL,6
8011753,Großlehna,Großlehna,LGL,6
8011754,Großneuhausen,Großneuhausen,UGNH,6
8011755,Großpösna,Großpösna,LGP,6
8011756,Großräschen,Großräschen,BGR,6
8011758,Großröhrsdorf,Großröhrsdorf,DGRF,6
8011759,Großrudestedt,Großrudestedt,UGRU,6
8002430,Heddesheim/Hirschberg,Heddesheim/Hirschberg,RGCH,4
8011761,Großschönau (Sachs),Großschönau (Sachs),DGAU,6
8011762,Großschwabhausen,Großschwabhausen,UGC,6
8011763,Großsteinberg,Großsteinberg,LGS,6
8002432,Großwalbur,Großwalbur,NGRW,7
8011766,Großwudicke,Großwudicke,LGWU,7
8002435,Grub (Oberbay),Grub (Oberbay),MGRB,5
8002436,Grub (Oberpf),Grub (Oberpf),NGRU,7
8002434,Grub am Forst,Grub am Forst,NGUF,6
8000138,Haan-Gruiten,Haan-Gruiten,KGUA,4
8011770,Grüna (Sachs),Grüna (Sachs),DGN,6
8011771,Leipzig Grünauer Allee,Leipzig Grünauer Allee,LGRA,6
8002448,Grunbach,Grunbach,TGC,4
8011773,Grünbach (Vogtl),Grünbach (Vogtl),DGBA,7
8002439,Grünberg (Oberhess),Grünberg (Oberhess),FGRG,6
8089016,Berlin Grünbergallee,Berlin Grünbergallee,BGBA,5
8000495,Alfter-Impekoven,Alfter-Impekoven,KALI,6
8002441,Grünebach Ort,Grünebach Ort,EGNO,7
8002442,Grünebacher Hütte,Grünebacher Hütte,EGNH,7
8011776,Grüneberg,Grüneberg,WGRG,6
8010150,Grunow (Niederlausitz),Grunow (Niederlausitz),BGRU,6
8002447,Grünsfeld,Grünsfeld,TGRS,6
8000137,Grünstadt,Grünstadt,RGR,4
8002444,Grünstadt Nord,Grünstadt Nord,RGRN,7
8010357,Guben,Guben,BGU,5
8002452,Güdingen,Güdingen,SGD,5
8002454,Koblenz-Güls,Koblenz-Güls,SGS,6
8002462,Gummersbach,Gummersbach,KGU,6
8002465,Gundelfingen,Gundelfingen,RGDN,5
8002466,Gundelfingen (Bay),Gundelfingen (Bay),MGUF,6
8002467,Gundelsdorf,Gundelsdorf,NGD,6
8002468,Gundelshausen,Gundelshausen,NGU,6
8002470,Gundelsheim (Neckar),Gundelsheim (Neckar),RGUN,6
8002473,Gundersheim (Rheinhess),Gundersheim (Rheinhess),FGUH,6
8002457,Gündlkofen,Gündlkofen,MGKF,6
8002474,Guntersblum,Guntersblum,FGUB,5
8000140,Baunatal-Guntershausen,Baunatal-Guntershausen,FGTH,5
8002458,Günzach,Günzach,MGNZ,6
8000139,Günzburg,Günzburg,MGZB,3
8000385,Gunzenhausen,Gunzenhausen,NGUN,4
8010151,Güsen (Kr Genthin),Güsen (Kr Genthin),LGSN,6
8011788,Seelow-Gusow,Seelow-Gusow,BGSW,6
8010152,Güsten,Güsten,LGT,5
8002477,Gustorf,Gustorf,KGUS,6
8010153,Güstrow,Güstrow,WG,3
8002478,Gutach (Breisgau),Gutach (Breisgau),RGTA,6
8011790,Gutenfürst,Gutenfürst,DGF,7
8010154,Güterglück,Güterglück,LGK,6
8002461,Gütersloh Hbf,Gütersloh Hbf,EGLO,3
8011791,Guthmannshausen,Guthmannshausen,UGU,6
8002484,Guxhagen,Guxhagen,FGX,5
8002489,Lörrach-Haagen/Messe,Lörrach-Haagen/Messe,RHAG,6
8002490,Haan,Haan,KHAN,5
8002491,Haar,Haar,MHR,4
8011792,Haarhausen,Haarhausen,UHSN,6
8002494,Hachenburg,Hachenburg,KHAC,6
8089017,Berlin Hackescher Markt,Berlin Hackescher Markt,BHKM,4
8002495,Hadamar,Hadamar,FHAD,6
8002496,Hademarschen,Hademarschen,AHNU,7
8011794,Hadmersleben,Hadmersleben,LHD,7
8002504,Haffkrug,Haffkrug,AHAF,6
8011797,Hagebök,Hagebök,WHK,7
8002506,Hagelstadt,Hagelstadt,NHA,6
8002507,Hagen (Han),Hagen (Han),HHAG,6
8000142,Hagen Hbf,Hagen Hbf,EHG,2
8002547,Hamburg Airport (Flughafen),Hamburg Airport (Flughafen),AAI,4
8013125,Thale Musestieg,Thale Musestieg,LTLM,7
8002512,Hagen-Heubing,Hagen-Heubing,EHGI,6
8002514,Hagen-Oberhagen,Hagen-Oberhagen,EHGO,6
8000977,Hagen-Vorhalle,Hagen-Vorhalle,EHGV,6
8006712,Hagen-Wehringhausen,Hagen-Wehringhausen,EHGW,6
8004440,Hagen-Westerbauer,Hagen-Westerbauer,EHWB,6
8002517,Hagenbüchach,Hagenbüchach,NHBH,6
8010156,Hagenow Land,Hagenow Land,WHL,5
8011799,Hagenwerder,Hagenwerder,DHW,6
8011795,Hähnichen,Hähnichen,BHAH,6
8002498,Hähnlein-Alsbach,Hähnlein-Alsbach,FHAE,5
8004487,Nürnberg-Steinbühl,Nürnberg-Steinbühl,NNSE,5
8002523,Haidenaab-Göppmannsbühl,Haidenaab-Göppmannsbühl,NHAG,7
8000386,Haiger,Haiger,FHG,5
8002524,Haiger Obertor,Haiger Obertor,FHGO,7
8002526,Hailer-Meerholz,Hailer-Meerholz,FHME,5
8011801,Hainewalde,Hainewalde,DHND,7
8002528,Rodgau-Hainhausen,Rodgau-Hainhausen,FHHN,5
8011802,Hainichen,Hainichen,DHA,6
8002531,Hainburg Hainstadt,Hainburg Hainstadt,FHDT,6
8002532,Haitz-Höchst,Haitz-Höchst,FHAI,6
8011805,Halbe,Halbe,BHB,6
8011808,Halberstadt Oststraße,Halberstadt Oststraße,LHBO,7
8010157,Halberstadt Hbf,Halberstadt Hbf,LHB,3
8011809,Halberstadt-Spiegelsberge,Halberstadt-Spiegelsberge,LHBS,7
8002533,Halbmeil,Halbmeil,RHAM,7
8010158,Haldensleben,Haldensleben,LHL,5
8002536,Haldern (Rheinl),Haldern (Rheinl),EHAD,6
8002537,Halen,Halen,HHAL,7
8002534,Hallbergmoos,Hallbergmoos,MHMO,5
8010159,Halle (Saale) Hbf,Halle (Saale) Hbf,LH,2
8002539,Halle (Westf),Halle (Westf),EHAL,6
8010162,Halle-Ammendorf,Halle-Ammendorf,LHAD,6
8010160,Halle-Neustadt,Halle-Neustadt,LHN,4
8011813,Halle-Nietleben,Halle-Nietleben,LHNI,6
8011814,Halle-Trotha,Halle-Trotha,LHT,6
8002542,Hallstadt (b Bamberg),Hallstadt (b Bamberg),NHAH,5
8002545,Halstenbek,Halstenbek,AHKS,4
8000145,Haltern am See,Haltern am See,EHLT,4
8002546,Haltingen,Haltingen,RHL,6
8004139,München-Untermenzing,München-Untermenzing,MAUG,4
8002548,Hamburg Dammtor,Hamburg Dammtor,ADF,2
8002549,Hamburg Hbf,Hamburg Hbf,AH,1
8002550,Holstenstraße,Holstenstraße,AHST,4
8070146,Sternschanze,Sternschanze,ASST,3
8002553,Hamburg-Altona,Hamburg-Altona,AA,1
8002554,Hamburg-Bergedorf,Hamburg-Bergedorf,ABG,3
8000147,Hamburg-Harburg,Hamburg-Harburg,AHAR,2
8002557,Hamburg-Neugraben,Hamburg-Neugraben,ANR,3
8002558,Hamburg-Rahlstedt,Hamburg-Rahlstedt,ARAL,4
8002560,Hamburg-Wandsbek,Hamburg-Wandsbek,AWN,4
8002561,Wilhelmsburg,Wilhelmsburg,AWFS,4
8002499,Hämelerwald,Hämelerwald,HHAE,5
8000148,Hameln,Hameln,HHM,3
8011796,Hämerten,Hämerten,LHMT,7
8000149,Hamm (Westf) Hbf,Hamm (Westf) Hbf,EHM,2
8002565,Hammah,Hammah,AHAM,6
8002567,Hammelburg,Hammelburg,NHG,7
8011815,Hammelspring,Hammelspring,WHAM,7
8002570,Hammerau,Hammerau,MHAU,6
8004266,Hammerbrook,Hammerbrook,AHAB,4
8002571,Hamminkeln,Hamminkeln,EHK,6
8000150,Hanau Hbf,Hanau Hbf,FH,2
8002572,Hanau Nord,Hanau Nord,FHN,5
8002573,Hanau West,Hanau West,FHW,5
8002574,Hanau-Wilhelmsbad,Hanau-Wilhelmsbad,FHWB,5
8002575,Handeloh,Handeloh,AHAN,6
8011818,Hangelsberg,Hangelsberg,BHGB,6
8006707,Hann Münden,Hann Münden,FHMD,6
8002580,Hannover Bismarckstraße,Hannover Bismarckstraße,HHBI,4
8000152,Hannover Hbf,Hannover Hbf,HH,1
8002581,Hannover-Bornum,Hannover-Bornum,HHBO,5
8002584,Hannover-Kleefeld,Hannover-Kleefeld,HKL,5
8002585,Hannover-Leinhausen,Hannover-Leinhausen,HLEI,5
8002586,Hannover-Linden/Fischerhof,Hannover-Linden/Fischerhof,HLI R,4
8002588,Hanweiler-Bad Rilchingen,Hanweiler-Bad Rilchingen,SHN,6
8002592,Harblek,Harblek,AHA,7
8002593,Harburg (Schwab),Harburg (Schwab),MHRG,6
8004267,Harburg Rathaus,Harburg Rathaus,AHRF,3
8002594,Hardegsen,Hardegsen,HHRD,6
8002596,Hardhof,Hardhof,NHHF,6
8002598,Haren (Ems),Haren (Ems),HHAR,6
8011820,Harra,Harra,UH,7
8011821,Harra Nord,Harra Nord,UHNO,7
8011822,Harras (Thür),Harras (Thür),UHRS,6
8002605,Harsdorf,Harsdorf,NH,6
8002607,Harsum,Harsum,HHRS,6
8002609,Hartershofen,Hartershofen,NHAR,7
8002610,Harthaus,Harthaus,MHHS,5
8011825,Hartmannmühle,Hartmannmühle,DHMU,7
8002612,Hartmannshof,Hartmannshof,NHS,5
8002615,Hasbergen (Kr Osnabrück),Hasbergen (Kr Osnabrück),HHSB,6
8002621,Haslach,Haslach,RHS,5
