INBR,Name,Name kurz,DS100,Kategorie
8400045,Aalten,Aalten,ONAAL,6
8800300,Aalter,Aalter,XBAAL,6
8502113,Aarau,Aarau,XSA,6
8502000,Aarburg-Oftringen,Aarburg-Oftringen,XSABO,6
8600087,Aarhus,Aarhus,XDAR,6
8400047,Abcoude,Abcoude,ONAB,6
5500151,Abda,Abda,OMADA,6
8007826,Abenden,Abenden,KAB,6
8100204,Abfaltersbach/Drau Bahnhst,Abfaltersbach/Drau Bahnhst,OAAB,6
8100627,Abschlag,Abschlag,OAASG,6
8100202,Absdorf-Hippersdorf,Absdorf-Hippersdorf,OAADH,6
8100602,Achenlohe,Achenlohe,XAAC,6
8007001,Achern Stadt,Achern Stadt,RAHS,6
8700583,Achiet,Achiet,XFAH,6
8007291,Achkarren,Achkarren,RAK,6
8000426,Adendorf,Adendorf,AADF,6
8011002,Adorf(Erzgeb),Adorf(Erzgeb),DADO,6
8502224,Affoltern am Albis,Affoltern am Albis,XSAA,6
8700145,Agde,Agde,XFAG,6
8079084,Ahlbeck Grenze,Ahlbeck Grenze,WABG,6
8087025,Ahlbeck Ostseetherme,Ahlbeck Ostseetherme,WABO,6
8000457,Ahnatal Casselbreite,Ahnatal Casselbreite,FATC,6
8002675,Ahnatal-Heckershausen,Ahnatal-Heckershausen,FHEH,6
8006286,Ahnatal-Weimar,Ahnatal-Weimar,FWEI,6
8071338,Ahrensfelde(Bz. Bremen),Ahrensfelde(Bz. Bremen),AARF,6
8000451,Aich(Niederbay),Aich(Niederbay),MAIC,6
8100597,Aich-Assach,Aich-Assach,OAAAS,6
8501400,Aigle,Aigle,XSAL,6
8700431,Aime-la-Plagne,Aime-la-Plagne,XFAM,6
8072132,Aindorf,Aindorf,MAID,6
8300358,Airole,Airole,XIAE,6
8505201,Airolo,Airolo,XSAI,6
8704980,Aix-en-Provence TGV,Aix-en-Provence TGV,XFAX,6
8700048,Aix-les-Bains-le-Revard,Aix-les-Bains-le-Revard,XFAI,6
8400049,Akkrum,Akkrum,ONAK,6
5300096,Alba Iulia,Alba Iulia,XUAI,6
8700128,Albertville,Albertville,XFAL,6
723571,Albgaubad - Ettlingen,Albgaubad - Ettlingen,RETF,6
8070252,Albisheim(Pfrimm),Albisheim(Pfrimm),FALH,6
8017000,Albrechtshaus,Albrechtshaus,LALB,6
8700141,Alençon,Alençon,XFALN,6
8700126,Ales,Ales,XFALE,6
8017001,Alexisbad,Alexisbad,LAX,6
8000486,Alfhausen,Alfhausen,HAHS,6
8600042,Alken st(DK),Alken st(DK),XDAK,6
8800225,Alken(B),Alken(B),XBAE,6
8400050,Alkmaar,Alkmaar,XNAL,6
8400052,Alkmaar Noord,Alkmaar Noord,ONALN,6
8501035,Allaman,Allaman,OSALL,6
8000493,Allendorf(Eder) Bf,Allendorf(Eder) Bf,FALD,6
8100210,Allentsteig,Allentsteig,OAALL,6
8100548,Allerheiligenhöfe,Allerheiligenhöfe,XAAH,6
8400051,Almelo,Almelo,XNAO,6
8400520,Almelo de Riet,Almelo de Riet,ONAOR,6
8400081,Almere Buiten,Almere Buiten,ONABU,6
8400080,Almere Centrum,Almere Centrum,ONA,6
8400082,Almere Muziekwijk,Almere Muziekwijk,ONAMU,6
8400024,Almere Oostvaarders,Almere Oostvaarders,XNAOO,6
8479008,Almere Parkwijk,Almere Parkwijk,ONAPA,6
8400450,Almere Poort,Almere Poort,PNAP,6
8400053,Alphen aan den Rijn,Alphen aan den Rijn,XNAR,6
8000510,Alsdorf Poststraße,Alsdorf Poststraße,KADP,6
8007078,Alsdorf(Westerw),Alsdorf(Westerw),EGNP,6
8000502,Alsdorf-Annapark,Alsdorf-Annapark,KADA,6
8000507,Alsdorf-Busch,Alsdorf-Busch,KADB,6
8000521,Alsdorf-Kellersberg,Alsdorf-Kellersberg,KKEL,6
8000527,Alsdorf-Mariadorf,Alsdorf-Mariadorf,KMAD,6
5500187,Alsorönök,Alsorönök,OMASR,6
8011015,Alt Schwerin,Alt Schwerin,WAS,6
8100630,Altach,Altach,OAATA,6
8505113,Altdorf UR(CH),Altdorf UR(CH),XSADF,6
8026354,Altdorf(Niederbay),Altdorf(Niederbay),MAF,6
8503211,Altendorf(CH),Altendorf(CH),XSAD,6
8000530,Altenhasungen,Altenhasungen,FAHN,6
8100139,Altenmarkt im Pongau,Altenmarkt im Pongau,XAAL,6
8000533,Altenmarkt(Alz),Altenmarkt(Alz),MATM,6
122120,Alter Friedhof - Schwerin (Meckl),Alter Friedhof - Schwerin (Meckl),D122120,6
8070591,Altingen(Württ),Altingen(Württ),TAG,6
712165,Altmarkt/Regierungspräsidium - Kassel,Altmarkt/Regierungspräsidium - Kassel,FKALR,6
8070697,Altmügeln,Altmügeln,DAMG,6
8169949,Altnagelberg,Altnagelberg,PAYOR,6
8506125,Altnau,Altnau,XSAT,6
8070689,Altoschatz-Rosenthal,Altoschatz-Rosenthal,DAOR,6
8506319,Altstätten SG,Altstätten SG,XSAS,6
8100643,Altweitra,Altweitra,OAAW,6
8000555,Altötting,Altötting,MAT,6
8070185,Alveslohe,Alveslohe,AAV,6
7400005,Alvesta station,Alvesta station,XVAL,6
8077275,Alzenau Burg,Alzenau Burg,FAZB,6
8077274,Alzenau Nord,Alzenau Nord,FAZUN,6
8007275,Alzenau(Unterfr),Alzenau(Unterfr),FAZU,6
8007474,Alzey West,Alzey West,FAZW,6
364390,Am Kaiser - Neuss,Am Kaiser - Neuss,D364390,6
719498,Am Kupferhammer - Kassel,Am Kupferhammer - Kassel,FKBHA,6
715108,Am Stern - Kassel,Am Stern - Kassel,FKASK,6
712236,Am Weinberg - Kassel,Am Weinberg - Kassel,FKNZW,6
8700045,Amberieu,Amberieu,XFAE,6
8070802,Amerang,Amerang,MAMG,6
8400055,Amersfoort Centraal,Amersfoort Centraal,XNAM,2
8400054,Amersfoort Schothorst,Amersfoort Schothorst,ONAMS,6
8400031,Amersfoort Vathorst,Amersfoort Vathorst,XNAMV,6
8000575,Amorbach,Amorbach,NAMB,6
8506109,Amriswil,Amriswil,OSAM,6
8400057,Amsterdam Amstel,Amsterdam Amstel,XNAA,6
8400074,Amsterdam Bijlmer ArenA,Amsterdam Bijlmer ArenA,XNAB,6
8400058,Amsterdam Centraal,Amsterdam Centraal,XNAC,1
8400076,Amsterdam Holendrecht,Amsterdam Holendrecht,PNABH,6
8400079,Amsterdam Lelylaan,Amsterdam Lelylaan,ONAL,6
8400060,Amsterdam Muiderpoort,Amsterdam Muiderpoort,ONAM,6
8400056,Amsterdam RAI,Amsterdam RAI,ONAMR,6
8400083,Amsterdam Science Park,Amsterdam Science Park,PNABJ,6
8400059,Amsterdam Sloterdijk,Amsterdam Sloterdijk,XNAS,6
8400061,Amsterdam Zuid,Amsterdam Zuid,XNAZ,6
8100012,Amstetten NÖ,Amstetten NÖ,XAAS,6
8079075,Amstetten(W) Lokalbahn,Amstetten(W) Lokalbahn,TAM M,6
8300186,Ancona,Ancona,XIA,6
8506047,Andelfingen,Andelfingen,XSANF,6
8505165,Andermatt,Andermatt,XSAN,6
8100211,Andorf,Andorf,XAAD,6
8100619,Angern/March,Angern/March,OAANN,6
8800033,Angleur,Angleur,XBAL,6
8700063,Angoulême,Angoulême,XFANG,6
8400065,Anna Paulowna,Anna Paulowna,ONAP,6
8011045,Annaberg-Buchholz Mitte,Annaberg-Buchholz Mitte,DABM,6
8010005,Annaberg-Buchholz Süd,Annaberg-Buchholz Süd,DAB,6
8011047,Annaberg-Buchholz unterer Bf,Annaberg-Buchholz unterer Bf,DABU,6
8700135,Annecy,Annecy,OFANN,6
8700131,Annemasse,Annemasse,OFANM,6
8800013,Ans(B),Ans(B),XBANS,6
8700146,Antibes,Antibes,XFAN,6
8011049,Antonsthal,Antonsthal,DATL,6
8800007,Antwerpen Centraal,Antwerpen Centraal,XBAC,1
8800008,Antwerpen-Berchem,Antwerpen-Berchem,XBBC,6
8800187,Antwerpen-Luchtbal,Antwerpen-Luchtbal,XBLUB,6
8800188,Antwerpen-Noorderdokken,Antwerpen-Noorderdokken,OBAND,6
8800310,Antwerpen-Zuid,Antwerpen-Zuid,XBAZ,6
8000590,Anzenkirchen,Anzenkirchen,MAK,6
8700187,Apach(Moselle),Apach(Moselle),XFAP,6
8400066,Apeldoorn,Apeldoorn,XNAE,6
8400032,Apeldoorn De Maten,Apeldoorn De Maten,PNAAQ,6
8400033,Apeldoorn Osseveld,Apeldoorn Osseveld,PNAAR,6
8007831,Apensen,Apensen,AAPS,6
8400067,Appingedam,Appingedam,XNAP,6
664231,Aprath Bahnhof - Wülfrath,Aprath Bahnhof - Wülfrath,D664231,6
5300002,Arad,Arad,XUA,6
723254,Arbeitsagentur - Karlsruhe,Arbeitsagentur - Karlsruhe,RKAA,6
8506308,Arbon,Arbon,XSAB,6
8506110,Arbon (See),Arbon (See),XSABS,2
8516270,Arbon Seemoosriet,Arbon Seemoosriet,PSCTD,6
8070304,Arbste,Arbste,HART,6
8301116,Arcisate,Arcisate,OIACS,6
8700487,Argeles-sur-Mer,Argeles-sur-Mer,XFAR,6
8400068,Arkel,Arkel,ONAKL,6
8700139,Arles,Arles,XFARL,6
8800022,Arlon,Arlon,XBAR,6
8400069,Arnemuiden,Arnemuiden,ONARM,6
8400071,Arnhem Centraal,Arnhem Centraal,XNAH,2
8400075,Arnhem Presikhaaf,Arnhem Presikhaaf,ONAHP,6
8400072,Arnhem Velperpoort,Arnhem Velperpoort,ONAHV,6
8400029,Arnhem Zuid,Arnhem Zuid,PNAAN,6
8100056,Arnoldstein,Arnoldstein,XAAR,6
8509157,Arosa,Arosa,XSAO,6
8007343,Arrach,Arrach,NARR,6
8700071,Arras(F),Arras(F),XFAS,6
8700627,Ars-sur-Moselle,Ars-sur-Moselle,OFARS,6
8700629,Artenay(Loiret),Artenay(Loiret),XFAY,6
8505004,Arth-Goldau,Arth-Goldau,XSAG,6
8700089,Arvant,Arvant,XFARV,6
5400395,As mesto,As mesto,XTASM,6
5400122,As(CZ),As(CZ),XTAS,6
8700509,Ascq,Ascq,OFASQ,6
8100188,Aspang,Aspang,OAAS,6
8800338,Asse,Asse,XBASS,6
8400073,Assen,Assen,ONAS,6
8800147,Athus,Athus,XBAH,6
8100017,Attnang-Puchheim,Attnang-Puchheim,XAAT,6
8506316,Au SG,Au SG,XSAU,6
8503205,Au ZH,Au ZH,XSAZ,6
8000643,Au im Murgtal,Au im Murgtal,RWSA,6
8010010,Aue(Sachs),Aue(Sachs),DAU,6
8010027,Aue(Sachs) Erzgebirgsstadion,Aue(Sachs) Erzgebirgsstadion,DAUS,6
714006,Auestadion - Kassel,Auestadion - Kassel,FKNZA,6
150074,Augartenstraße - Karlsruhe,Augartenstraße - Karlsruhe,PQKAG,6
361104,August-Bebel-Straße - Karlsruhe,August-Bebel-Straße - Karlsruhe,PQKAB,6
8080060,Augustusburg Bergstation,Augustusburg Bergstation,DAUG,6
8071103,Auhausen,Auhausen,MAUH,6
8700017,Aulnoye Aymeries,Aulnoye Aymeries,XFAU,6
8700560,Auneau(Dourdan),Auneau(Dourdan),XFAUN,6
8100642,Ausschlag-Zöbern,Ausschlag-Zöbern,OAAUZ,6
8800106,Auvelais,Auvelais,XBAU,6
8700239,Avesnes-sur-Helpe,Avesnes-sur-Helpe,XFAVN,6
8700172,Avignon Centre,Avignon Centre,XFAV,6
8704918,Avignon TGV,Avignon TGV,XFAVV,6
8702475,Avignonet,Avignonet,OFAVI,6
8800176,Aywaille,Aywaille,XBAY,6
8011063,Baabe,Baabe,WBA,6
8502206,Baar(CH),Baar(CH),OSBAA,6
8400086,Baarn,Baarn,ONBR,6
5400400,Babylon,Babylon,XTBY,6
8000609,Bad Arolsen,Bad Arolsen,FAR,6
8100164,Bad Aussee,Bad Aussee,XABA,6
8000988,Bad Birnbach,Bad Birnbach,MBIB,6
8100663,Bad Blumau,Bad Blumau,XABB,6
8007058,Bad Bramstedt,Bad Bramstedt,ABSD,6
8007057,Bad Bramstedt Kurhaus,Bad Bramstedt Kurhaus,ABSK,6
8011069,Bad Doberan Goethestraße,Bad Doberan Goethestraße,WDOG,6
8081085,Bad Doberan Stadtmitte,Bad Doberan Stadtmitte,WDOS,6
8011070,Bad Düben(Mulde),Bad Düben(Mulde),LDU,6
8000700,Bad Empfing,Bad Empfing,MBEP,6
8100192,Bad Erlach,Bad Erlach,OAER,6
8100095,Bad Gastein,Bad Gastein,XABG,6
8007011,Bad Herrenalb,Bad Herrenalb,RHLB,6
8100097,Bad Hofgastein,Bad Hofgastein,XABH,6
8070073,Bad Honnef Stadtbahn,Bad Honnef Stadtbahn,KHF,6
8000710,Bad Höhenstadt,Bad Höhenstadt,MBHT,6
8070309,Bad Imnau,Bad Imnau,TIMN,6
8100157,Bad Ischl,Bad Ischl,XAIS,6
8007330,Bad Krozingen Ost,Bad Krozingen Ost,RBKO,6
8003486,Bad Laasphe,Bad Laasphe,ELSP,6
8003493,Bad Laasphe-Niederlaasphe,Bad Laasphe-Niederlaasphe,ENL,6
8000724,Bad Mergentheim,Bad Mergentheim,TBMR,6
8100453,Bad Neusiedl am See,Bad Neusiedl am See,OABNS,6
8400457,Bad Nieuweschans,Bad Nieuweschans,XNNS,6
8509004,Bad Ragaz,Bad Ragaz,XSRA,6
8005183,Bad Rotenfels Bf,Bad Rotenfels Bf,RRO,6
8005186,Bad Rotenfels Schloss,Bad Rotenfels Schloss,RROG,6
8005187,Bad Rotenfels Weinbrennerstraße,Bad Rotenfels Weinbrennerstraße,RROW,6
8010028,Bad Saarow Klinikum,Bad Saarow Klinikum,BBSK,6
8011080,Bad Saarow-Pieskow,Bad Saarow-Pieskow,BBSS,6
8100021,Bad Schallerbach-Wallern,Bad Schallerbach-Wallern,XASBW,6
8012873,Bad Schlema,Bad Schlema,DSUB,6
8011081,Bad Schmiedeberg,Bad Schmiedeberg,LBSB,6
8070831,Bad Schmiedeberg Kurzentrum,Bad Schmiedeberg Kurzentrum,LBSK,6
8011083,Bad Schmiedeberg Süd,Bad Schmiedeberg Süd,LBSS,6
8011084,Bad Suderode,Bad Suderode,LSUR,6
8070314,Bad Tönisstein,Bad Tönisstein,KTST,6
8006029,Bad Urach,Bad Urach,TUC,6
8006027,Bad Urach Ermstalklinik,Bad Urach Ermstalklinik,TUCK,6
8070680,Bad Urach Wasserfall,Bad Urach Wasserfall,TUCW,6
8101718,Bad Vigaun,Bad Vigaun,XAVN,6
8100708,Bad Vöslau,Bad Vöslau,OABV,6
8100455,Bad Waltersdorf,Bad Waltersdorf,OABW,6
8006431,Bad Wildbad Bf,Bad Wildbad Bf,TWB,6
8070283,Bad Wildbad Kurpark,Bad Wildbad Kurpark,TWBK,6
8070281,Bad Wildbad Nord,Bad Wildbad Nord,TWBN,6
8070282,Bad Wildbad Uhlandplatz,Bad Wildbad Uhlandplatz,TWBU,6
8000764,Bad Wildungen,Bad Wildungen,FBWD,6
8000769,Bad Wurzach,Bad Wurzach,TBW,6
8503409,Bad Zurzach,Bad Zurzach,XSZZ,6
8100025,Baden b.Wien,Baden b.Wien,OABA,6
8503504,Baden(CH),Baden(CH),XSBA,6
8400089,Baflo,Baflo,ONBF,6
8007310,Bahlingen Riedlen,Bahlingen Riedlen,RBAR,6
8007293,Bahlingen am Kaiserstuhl,Bahlingen am Kaiserstuhl,RBAL,6
8007144,Bahnbrücken,Bahnbrücken,RBBR,6
185718,Bahnhof (Ladestraße) - Büchen,Bahnhof (Ladestraße) - Büchen,D185718,6
159252,Bahnhof Bergedorf (Johann-Meyer-Straße) - Hamburg,Bahnhof Bergedorf (Johann-Meyer-Straße) - Hamburg,D159252,6
716781,Bahnhof Niederzwehren - Kassel,Bahnhof Niederzwehren - Kassel,FKNZ,6
230036,Bahnhof - Abensberg,Bahnhof - Abensberg,D230036,6
304448,Bahnhof - Boizenburg/ Elbe,Bahnhof - Boizenburg/ Elbe,D304448,6
304057,Bahnhof - Brahlstorf,Bahnhof - Brahlstorf,D304057,6
160210,Bahnhof - Ennepetal,Bahnhof - Ennepetal,D160210,6
506735,Bahnhof - Gönnheim,Bahnhof - Gönnheim,RGHM,6
424901,Bahnhof - Haan,Bahnhof - Haan,D424901,6
330083,Bahnhof - Leichlingen (Rheinland),Bahnhof - Leichlingen (Rheinland),D330083,6
104782,Bahnhof - Ludwigslust,Bahnhof - Ludwigslust,D104782,6
123879,Bahnhof - Markt Schwaben,Bahnhof - Markt Schwaben,PQSBE,6
202200,Bahnhof - Neustadt a.d. Donau,Bahnhof - Neustadt a.d. Donau,D202200,6
206297,Bahnhof - Parchim,Bahnhof - Parchim,D206297,6
597521,Bahnhof - Pritzier,Bahnhof - Pritzier,PQPTB,6
658276,Bahnhof - Schwelm,Bahnhof - Schwelm,D658276,6
8000782,Baiersbronn Bf,Baiersbronn Bf,RBSN,6
8000789,Baiersbronn Schule,Baiersbronn Schule,RBSS,6
8700735,Baillargues(L Mazes),Baillargues(L Mazes),OFBLS,6
8700510,Baisieux,Baisieux,XFBX,6
5400033,Bakov nad Jizerou,Bakov nad Jizerou,XTBNJ,6
5403656,Bakov nad Jizerou m.,Bakov nad Jizerou m.,OTBJM,6
8505306,Balerna,Balerna,XSBAL,6
8000790,Ballersbach,Ballersbach,FBAL,6
8011108,Bannemin-Mölschow,Bannemin-Mölschow,WBAM,6
7800010,Banova Jaruga,Banova Jaruga,XRBJ,6
8011109,Bansin Seebad,Bansin Seebad,WBN,6
8011110,Bantin,Bantin,WBTN,6
8700329,Bantzenheim,Bantzenheim,XFBH,6
8700485,Banyuls-sur-Mer,Banyuls-sur-Mer,XFBAY,6
8700262,Bar-le-Duc,Bar-le-Duc,XFBD,6
8079098,Barabein,Barabein,TBA,6
5500268,Barand,Barand,OMBRN,6
723861,Barbarossaplatz - Karlsruhe,Barbarossaplatz - Karlsruhe,RKBR,6
8010024,Barby,Barby,LBY,6
7100189,Barcelona Clot-Arago,Barcelona Clot-Arago,OEBCA,6
7100063,Barcelona Passeig de Gràcia,Barcelona Passeig de Gràcia,OEBPG,6
7100089,Barcelona Sant Andreu Comtal,Barcelona Sant Andreu Comtal,XEBS,6
7100064,Barcelona Sants,Barcelona Sants,XEB,6
8071336,Barchel,Barchel,ABCL,6
8400090,Barendrecht,Barendrecht,XNBA,6
8007840,Bargstedt,Bargstedt,ABAT,6
211313,Barmen Bahnhof - Wuppertal,Barmen Bahnhof - Wuppertal,D211313,6
8007070,Barmstedt,Barmstedt,ABMS,6
8007069,Barmstedt Brunnenstr,Barmstedt Brunnenstr,ABMB,6
8400091,Barneveld Centrum,Barneveld Centrum,XNBC,6
8400092,Barneveld Noord,Barneveld Noord,ONBAN,6
8400111,Barneveld Zuid,Barneveld Zuid,PNACA,6
8700789,Bartenheim(Bale),Bartenheim(Bale),OFBTH,6
8011114,Barth,Barth,WBH,6
8270060,Bascharage-Sanem,Bascharage-Sanem,XLBA,6
8070023,Basdahl Kluste,Basdahl Kluste,ABAA,6
8010025,Basdorf,Basdorf,BBAS,6
8000026,Basel Bad Bf,Basel Bad Bf,RB,2
8500132,Basel Dreispitz,Basel Dreispitz,XSBP,6
8500010,Basel SBB,Basel SBB,XSB,1
8500016,Basel St. Johann,Basel St. Johann,XSBJ,6
8700662,Basse-Ham,Basse-Ham,OFBAM,6
8500122,Bassecourt,Bassecourt,OSBSS,6
8503307,Bassersdorf,Bassersdorf,XSBD,6
5100370,Batowice Lubanskie,Batowice Lubanskie,OPBAT,6
8300397,Battipaglia,Battipaglia,XIBT,6
8000823,Bauerbach,Bauerbach,RBBC,6
8100216,Baumgarten-Schattendorf,Baumgarten-Schattendorf,OABU,6
8007888,Baumholder,Baumholder,SBH,6
8602944,Baunhoej,Baunhoej,XDBH,6
8000828,Bayerbach,Bayerbach,MBYB,6
8700257,Bayonne,Bayonne,XFBY,6
8000833,Bayreuth-St Georgen,Bayreuth-St Georgen,NBYG,6
8702486,Baziege,Baziege,OFBZI,6
8700696,Beaucaire(Gard),Beaucaire(Gard),OFBER,6
8700446,Beaulieu-sur-Mer,Beaulieu-sur-Mer,OFBEM,6
8011121,Bechstedt-Trippstein,Bechstedt-Trippstein,UBET,6
5400426,Becov u Mostu,Becov u Mostu,XTBUM,6
5100319,Bedow,Bedow,OPBDW,6
8400094,Bedum,Bedum,ONBD,6
8400096,Beek-Elsloo,Beek-Elsloo,ONBE,6
8800302,Beernem,Beernem,XBBE,6
8400097,Beesd,Beesd,ONBED,6
8400100,Beilen,Beilen,ONBEL,6
5500109,Bekescsaba,Bekescsaba,XMBS,6
5400253,Bela pod Bezdezem,Bela pod Bezdezem,XTBPB,6
5400439,Bela pod Bezdezem mesto,Bela pod Bezdezem mesto,XTBPM,6
5400440,Bela pod Bezdezem zastavka,Bela pod Bezdezem zastavka,XTBPZ,6
5400441,Bela u Stare Paky,Bela u Stare Paky,OTBSP,6
8700024,Belfort Ville,Belfort Ville,XFBF,6
8730082,Belfort-Montbéliard TGV,Belfort-Montbéliard TGV,XFBMT,6
8700068,Bellegarde(Ain),Bellegarde(Ain),XFBA,6
8700330,Belleville Meurthe et Moselle,Belleville Meurthe et Moselle,XFBV,6
8505213,Bellinzona,Bellinzona,XSBZ,6
8507076,Belp,Belp,XSBEP,6
8270135,Belval Lycée,Belval Lycée,XLBUL,6
8270130,Belval-Rédange,Belval-Rédange,XLBR,6
8270140,Belval-Université,Belval-Université,XLBUN,6
8270150,Belvaux-Soleuvre,Belvaux-Soleuvre,XLBS,6
5400035,Benesov n. Ploucnici,Benesov n. Ploucnici,XTBP,6
5400034,Benesov u Prahy,Benesov u Prahy,XTBUP,6
8700557,Benestroff,Benestroff,XFBTR,6
8700551,Benfeld(Selestat),Benfeld(Selestat),XFBEF,6
8700270,Bening,Bening,XFBE,6
8017002,Benneckenstein,Benneckenstein,LBEK,6
8011142,Berbisdorf,Berbisdorf,DBER,6
8011143,Berbisdorf Anbau,Berbisdorf Anbau,DBEA,6
8270160,Berchem(LUX),Berchem(LUX),XLBC,6
5500116,Berettyoujfalu,Berettyoujfalu,XMBTU,6
8506194,Berg(CH),Berg(CH),XSBRG,6
8400108,Bergen op Zoom,Bergen op Zoom,XNBZ,6
8007864,Berghausen Am Stadion,Berghausen Am Stadion,RBGBS,6
8070020,Berghausen Hummelberg,Berghausen Hummelberg,RHUM,6
8007863,Berghausen Pfinzbrücke,Berghausen Pfinzbrücke,RBGBP,6
8000893,Berghausen(Baden),Berghausen(Baden),RBGB,6
8000897,Bergheim-Giflitz,Bergheim-Giflitz,FBHG,6
285337,Bergstraße - Müssen,Bergstraße - Müssen,D285337,6
8700707,Bergues(Coudek),Bergues(Coudek),XFBER,6
8509197,Bergün/Bravuogn,Bergün/Bravuogn,XSBN,6
8000903,Beringen Bad Bf,Beringen Bad Bf,RBE,6
8000901,Beringerfeld,Beringerfeld,RBEF,6
8011152,Berka(Wipper),Berka(Wipper),UBWI,6
8089001,Berlin Alexanderplatz (S),Berlin Alexanderplatz (S),BALX,6
8089165,Berlin Charlottenburg (S),Berlin Charlottenburg (S),BCHS,6
8089066,Berlin Friedrichstraße (S),Berlin Friedrichstraße (S),BFST,6
8089522,Berlin Hbf (S-Bahn),Berlin Hbf (S-Bahn),BHBT,2
8089100,Berlin Jungfernheide (S),Berlin Jungfernheide (S),BJUN,6
8089185,Berlin Ostbahnhof (S),Berlin Ostbahnhof (S),BOSB,6
8089032,Berlin Potsdamer Platz (S),Berlin Potsdamer Platz (S),BPOP,6
8089073,Berlin Südkreuz (S),Berlin Südkreuz (S),BSKR,6
8089049,Berlin Wuhletal,Berlin Wuhletal,BWT,6
8089046,Berlin Zoologischer Garten (S),Berlin Zoologischer Garten (S),BZOS,6
8089193,Berlin-Karlshorst (S),Berlin-Karlshorst (S),BKLH,6
8089113,Berlin-Lichterfelde Ost (S),Berlin-Lichterfelde Ost (S),BLIO,6
8089190,Berlin-Wannsee (S),Berlin-Wannsee (S),BWSS,6
8506159,Berlingen (See),Berlingen (See),XSBLS,6
8506135,Berlingen(CH),Berlingen(CH),XSBLG,6
8507000,Bern,Bern,XSBE,1
8700221,Bernay,Bernay,XFBEY,6
8011168,Bernburg-Friedenshall,Bernburg-Friedenshall,LBGF,6
8100457,Bernhardsthal,Bernhardsthal,OABT,6
5400036,Beroun,Beroun,XTBU,6
8700765,Berthelming,Berthelming,XFBTM,6
8017219,Berthelsdorf(Erzgebirge) Ort,Berthelsdorf(Erzgebirge) Ort,DBFO,6
8270180,Bertrange-Strassen,Bertrange-Strassen,XLBG,6
8800035,Bertrix,Bertrix,XBBX,6
8010045,Bertsdorf,Bertsdorf,DBTS,6
8730086,Besançon Franche-Comté TGV,Besançon Franche-Comté TGV,XFBTV,6
8702820,Besançon-Mouillère,Besançon-Mouillère,XFB,6
8700044,Besançon-Viotte,Besançon-Viotte,XFBI,6
8400112,Best,Best,ONBT,6
8200603,Bettembourg,Bettembourg,XLB,6
8271141,Bettembourg(fr),Bettembourg(fr),XLXBB,6
8506182,Bettwiesen,Bettwiesen,XSBW,6
8270210,Betzdorf(LUX),Betzdorf(LUX),XLBZ,6
8013539,Beuchow,Beuchow,WBEU,6
8301199,Bevera,Bevera,XIBVA,6
8400113,Beverwijk,Beverwijk,XNBK,6
8501402,Bex,Bex,XSBX,6
5400462,Bezdekov u Klatov,Bezdekov u Klatov,OTBK,6
5400464,Bezdez,Bezdez,XTBEZ,6
8700064,Beziers,Beziers,XFBZ,6
8700114,Biarritz,Biarritz,XFBR,6
8505209,Biasca,Biasca,XSBC,6
8000946,Bibelöd,Bibelöd,MBID,6
8508089,Biberist Ost,Biberist Ost,XSBB,6
8508068,Biberist RBS,Biberist RBS,XSBBS,6
8101972,Bichlbach Almkopfbahn,Bichlbach Almkopfbahn,XABIA,6
8100114,Bichlbach-Berwang,Bichlbach-Berwang,XABI,6
8077777,Bichtlingen,Bichtlingen,RBIC,6
8000952,Biedenkopf,Biedenkopf,FBIK,6
8000954,Biedenkopf Campus,Biedenkopf Campus,FBIZ,6
8504300,Biel/Bienne,Biel/Bienne,XSBL,6
5100503,Bieniow,Bieniow,OPBNO,6
8100178,Bierbaum/Safen,Bierbaum/Safen,OABB,6
8007076,Biersdorf(Westerw),Biersdorf(Westerw),EBID,6
8007113,Biersdorf-Ort(Ww),Biersdorf-Ort(Ww),EBDO,6
8800262,Bierset-Awans,Bierset-Awans,XBBA,6
5500074,Biharkeresztes,Biharkeresztes,XMBH,6
5400471,Bila Tremesna,Bila Tremesna,OTBIT,6
8000968,Bilfingen,Bilfingen,TBIL,6
5400208,Bilina,Bilina,XTBI,6
5400474,Bilina Kyselka,Bilina Kyselka,OTBLK,6
330222,Bilker Allee/Friedrichstraße - Düsseldorf,Bilker Allee/Friedrichstraße - Düsseldorf,D330222,6
8600192,Billum st,Billum st,XDBL,6
8503224,Bilten,Bilten,XSBT,6
8400114,Bilthoven,Bilthoven,ONBH,6
5400478,Bily Kostel nad Nisou,Bily Kostel nad Nisou,XTBKN,6
8800038,Bilzen,Bilzen,XBBI,6
8011193,Binz LB,Binz LB,WBIO,6
8070323,Binzen,Binzen,RBZN,6
8700723,Biot(Alpes-Maritimes),Biot(Alpes-Maritimes),OFBIO,6
8007102,Birach,Birach,RBCH,6
8602985,Birk Centerpark st,Birk Centerpark st,XDBI,6
8000985,Birkenbringhausen,Birkenbringhausen,FBBH,6
8000986,Birkenfeld(Enz),Birkenfeld(Enz),TBIR,6
8017003,Birkenmoor,Birkenmoor,LBIM,6
8502221,Birmensdorf ZH,Birmensdorf ZH,XSBM,6
8100042,Bischofshofen,Bischofshofen,XABO,2
8000998,Bischweier,Bischweier,RBIS,6
8600221,Bjerringbro st,Bjerringbro st,XDBJ,6
8700804,Blainville-Damelevières,Blainville-Damelevières,XFBLV,6
5300017,Blaj,Blaj,XUBL,6
